+5.0000000E-02,+9.2270339E-03,+0.0000000E+00
+5.5950000E-02,+1.1057693E-02,+0.0000000E+00
+6.1900000E-02,+1.2769764E-02,+0.0000000E+00
+6.7850000E-02,+1.4305418E-02,+0.0000000E+00
+7.3800000E-02,+1.5642004E-02,+0.0000000E+00
+7.9750000E-02,+1.6791322E-02,+0.0000000E+00
+8.5700000E-02,+1.7790320E-02,+0.0000000E+00
+9.1650000E-02,+1.8686019E-02,+0.0000000E+00
+9.7600000E-02,+1.9519033E-02,+0.0000000E+00
+1.0355000E-01,+2.0310266E-02,+0.0000000E+00
+1.0950000E-01,+2.1054225E-02,+0.0000000E+00
+1.1545000E-01,+2.1720296E-02,+0.0000000E+00
+1.2140000E-01,+2.2261137E-02,+0.0000000E+00
+1.2735000E-01,+2.2625536E-02,+0.0000000E+00
+1.3330000E-01,+2.2772381E-02,+0.0000000E+00
+1.3925000E-01,+2.2682548E-02,+0.0000000E+00
+1.4520000E-01,+2.2366506E-02,+0.0000000E+00
+1.5115000E-01,+2.1866589E-02,+0.0000000E+00
+1.5710000E-01,+2.1253841E-02,+0.0000000E+00
+1.6305000E-01,+2.0619952E-02,+0.0000000E+00
+1.6900000E-01,+2.0065133E-02,+0.0000000E+00
+1.7495000E-01,+1.9683152E-02,+0.0000000E+00
+1.8090000E-01,+1.9545452E-02,+0.0000000E+00
+1.8685000E-01,+1.9687262E-02,+0.0000000E+00
+1.9280000E-01,+2.0099487E-02,+0.0000000E+00
+1.9875000E-01,+2.0730356E-02,+0.0000000E+00
+2.0470000E-01,+2.1499516E-02,+0.0000000E+00
+2.1065000E-01,+2.2324448E-02,+0.0000000E+00
+2.1660000E-01,+2.3154948E-02,+0.0000000E+00
+2.2255000E-01,+2.4007318E-02,+0.0000000E+00
+2.2850000E-01,+2.4987305E-02,+0.0000000E+00
+2.3445000E-01,+2.6291257E-02,+0.0000000E+00
+2.4040000E-01,+2.8179124E-02,+0.0000000E+00
+2.4635000E-01,+3.0920311E-02,+0.0000000E+00
+2.5230000E-01,+3.4722132E-02,+0.0000000E+00
+2.5825000E-01,+3.9658065E-02,+0.0000000E+00
+2.6420000E-01,+4.5616266E-02,+0.0000000E+00
+2.7015000E-01,+5.2286234E-02,+0.0000000E+00
+2.7610000E-01,+5.9192894E-02,+0.0000000E+00
+2.8205000E-01,+6.5774759E-02,+0.0000000E+00
+2.8800000E-01,+7.1489760E-02,+0.0000000E+00
+2.9395000E-01,+7.5922948E-02,+0.0000000E+00
+2.9990000E-01,+7.8867800E-02,+0.0000000E+00
+3.0585000E-01,+8.0358803E-02,+0.0000000E+00
+3.1180000E-01,+8.0645855E-02,+0.0000000E+00
+3.1775000E-01,+8.0117364E-02,+0.0000000E+00
+3.2370000E-01,+7.9193680E-02,+0.0000000E+00
+3.2965000E-01,+7.8221068E-02,+0.0000000E+00
+3.3560000E-01,+7.7395982E-02,+0.0000000E+00
+3.4155000E-01,+7.6739838E-02,+0.0000000E+00
+3.4750000E-01,+7.6128852E-02,+0.0000000E+00
+3.5345000E-01,+7.5366559E-02,+0.0000000E+00
+3.5940000E-01,+7.4273838E-02,+0.0000000E+00
+3.6535000E-01,+7.2766647E-02,+0.0000000E+00
+3.7130000E-01,+7.0896593E-02,+0.0000000E+00
+3.7725000E-01,+6.8842281E-02,+0.0000000E+00
+3.8320000E-01,+6.6855779E-02,+0.0000000E+00
+3.8915000E-01,+6.5183199E-02,+0.0000000E+00
+3.9510000E-01,+6.3986602E-02,+0.0000000E+00
+4.0105000E-01,+6.3293577E-02,+0.0000000E+00
+4.0700000E-01,+6.2991482E-02,+0.0000000E+00
+4.1295000E-01,+6.2868533E-02,+0.0000000E+00
+4.1890000E-01,+6.2688670E-02,+0.0000000E+00
+4.2485000E-01,+6.2276313E-02,+0.0000000E+00
+4.3080000E-01,+6.1584025E-02,+0.0000000E+00
+4.3675000E-01,+6.0721688E-02,+0.0000000E+00
